influencer_id,constituency_id,name,category,sub_category,influence_level,influence_score,reach_estimate,location_ward,location_mandal,contact_phone,contact_email,political_leaning,engagement_history,key_issues,relationship_strength,last_interaction_date,next_followup_date,notes,added_by,verified,created_at,updated_at
3fc6ac8a-0eaf-49dc-8f9a-5f67a6b1176b,PC05,Influencer_17_PC05,religious,,high,58,27347,Sangareddy,Sangareddy,+919867147273,influencer17@example.com,unknown,"[{""date"": ""2025-03-11"", ""event"": ""Meeting"", ""outcome"": ""Positive""}, {""date"": ""2025-04-16"", ""event"": ""Phone call"", ""outcome"": ""Positive""}]","[""Education"", ""Education""]",strong,2025-06-16,2025-08-12,,coordinator_5,False,2025-06-22 01:41:00,2025-07-06 01:41:00
26c514a4-3eae-41bc-83c4-669d0e24d65d,PC05,Influencer_18_PC05,youth,,high,71,30834,Andole,Narayankhed,+917280135782,influencer18@example.com,opposition,"[{""date"": ""2025-05-07"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-09-03"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2025-08-21"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Healthcare"", ""Infrastructure"", ""Education""]",weak,2025-08-26,,Key influencer in youth sector,coordinator_2,True,2025-11-02 23:50:00,2025-11-28 23:50:00
e2b962b4-e082-4515-a616-b2d9e9fec462,PC05,Influencer_19_PC05,youth,youth_local,medium,70,43165,Narayankhed,Andole,+917352234200,influencer19@example.com,favorable,"[{""date"": ""2025-03-27"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2025-03-30"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}]","[""Education"", ""Employment"", ""Healthcare""]",none,2025-08-07,2025-09-07,,coordinator_2,True,2025-08-10 03:31:00,2025-09-01 03:31:00
1ea83e80-23f2-4d8c-9709-a0b84263f1bb,PC05,Influencer_20_PC05,religious,religious_local,medium,98,46849,Andole,Sangareddy,+918027829895,influencer20@example.com,favorable,"[{""date"": ""2025-03-22"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-02-15"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2024-12-31"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}]","[""Employment"", ""Infrastructure"", ""Infrastructure""]",strong,2025-04-24,2025-05-13,Key influencer in religious sector,coordinator_4,False,2025-05-05 02:14:00,2025-05-21 02:14:00
184912c9-fb91-48ce-a241-8bc0f24de8c4,PC05,Influencer_21_PC05,business,business_local,medium,89,27563,Zahirabad,Zahirabad,+919374151602,influencer21@example.com,neutral,"[{""date"": ""2024-10-03"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-12-08"", ""event"": ""Phone call"", ""outcome"": ""Positive""}, {""date"": ""2024-10-04"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}]","[""Education"", ""Healthcare"", ""Employment""]",strong,2025-01-29,2025-04-05,Key influencer in business sector,coordinator_5,True,2025-02-23 10:33:00,2025-03-08 10:33:00
2aec5a1e-3fb3-4074-8c66-0d77f64b3b3f,PC05,Influencer_22_PC05,community,,medium,83,11443,Dubbak,Patancheru,+919487862437,influencer22@example.com,neutral,"[{""date"": ""2025-11-12"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}]","[""Employment"", ""Education""]",none,2025-10-26,2026-01-07,Key influencer in community sector,coordinator_4,False,2025-12-12 08:04:00,2025-12-21 08:04:00
17e33ab4-d55b-47a0-b260-f00ee6f4da03,PC05,Influencer_23_PC05,community,,high,77,29322,Andole,Sangareddy,+917283272938,influencer23@example.com,favorable,"[{""date"": ""2025-02-27"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-03-02"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}]","[""Healthcare"", ""Education"", ""Infrastructure"", ""Healthcare""]",weak,2025-06-29,,Key influencer in community sector,coordinator_1,True,2025-07-13 20:22:00,2025-08-11 20:22:00
3af56be1-332d-4b78-8730-b0ebc87d66fc,PC05,Influencer_24_PC05,religious,religious_local,low,54,40127,Gajwel,Andole,+919827737926,influencer24@example.com,favorable,"[{""date"": ""2025-07-20"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}, {""date"": ""2025-07-21"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}]","[""Employment"", ""Employment"", ""Employment""]",strong,2025-07-19,2025-09-15,Key influencer in religious sector,coordinator_1,False,2025-09-01 05:31:00,2025-09-14 05:31:00
e22ba2d7-e2c8-4525-b111-145725af564b,PC05,Influencer_25_PC05,youth,,high,65,20603,Andole,Gajwel,+917837491612,influencer25@example.com,unknown,"[{""date"": ""2025-04-14"", ""event"": ""Event"", ""outcome"": ""Positive""}]","[""Employment"", ""Education"", ""Healthcare""]",moderate,2025-04-07,2025-06-28,,coordinator_2,True,2025-05-21 07:20:00,2025-06-01 07:20:00
ee888e5e-da49-40f1-96d8-dac7f372bf6b,PC05,Influencer_26_PC05,youth,,high,65,41125,Patancheru,Gajwel,+918248751435,influencer26@example.com,unknown,"[{""date"": ""2025-03-25"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}]","[""Education"", ""Employment"", ""Healthcare""]",weak,2025-05-25,2025-09-11,,coordinator_5,True,2025-07-17 00:48:00,2025-08-15 00:48:00
76519229-8dee-4775-8d4f-23595ba9ac26,PC05,Influencer_27_PC05,business,business_local,high,45,45095,Patancheru,Andole,+917914257431,influencer27@example.com,neutral,"[{""date"": ""2025-01-01"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2024-12-14"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}]","[""Infrastructure"", ""Employment""]",none,2024-12-31,2025-04-08,Key influencer in business sector,coordinator_4,True,2025-02-26 00:26:00,2025-03-12 00:26:00
0271c92c-79bc-4000-8372-f07ef5be76dc,PC05,Influencer_28_PC05,youth,,medium,72,26197,Zahirabad,Sangareddy,+919897376472,influencer28@example.com,favorable,"[{""date"": ""2025-05-08"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}]","[""Infrastructure"", ""Healthcare""]",moderate,2025-07-14,2025-08-14,,coordinator_5,True,2025-07-30 21:44:00,2025-08-19 21:44:00
5fa91b2a-9848-485c-b1c4-5ae23eea4b90,PC05,Influencer_29_PC05,media,,high,77,49283,Narayankhed,Narayankhed,+919514988320,influencer29@example.com,opposition,"[{""date"": ""2025-07-26"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2025-07-04"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Healthcare"", ""Infrastructure"", ""Infrastructure""]",strong,2025-10-27,2025-12-09,Key influencer in media sector,coordinator_2,True,2025-11-25 02:48:00,2025-11-29 02:48:00
b4e8ceea-03f1-4d98-9131-c1d22d76712e,PC05,Influencer_30_PC05,business,,medium,54,14659,Narayankhed,Sangareddy,+919702790246,influencer30@example.com,favorable,"[{""date"": ""2025-03-18"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}]","[""Employment"", ""Healthcare""]",strong,2025-04-11,,,coordinator_1,False,2025-06-15 01:42:00,2025-06-16 01:42:00
c892ae0e-d7c7-42d7-9910-56c0d2224b9b,PC05,Influencer_31_PC05,youth,,low,41,27978,Sangareddy,Zahirabad,+917274974302,influencer31@example.com,neutral,"[{""date"": ""2024-12-26"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2025-03-01"", ""event"": ""Meeting"", ""outcome"": ""Positive""}, {""date"": ""2025-02-16"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-04-12"", ""event"": ""Meeting"", ""outcome"": ""Positive""}]","[""Employment"", ""Employment"", ""Education"", ""Education""]",weak,2025-03-31,,,coordinator_1,False,2025-05-14 16:46:00,2025-05-28 16:46:00
47f1501a-9fcf-4298-b490-d55f73baee1c,PC05,Influencer_32_PC05,media,,high,66,47368,Gajwel,Andole,+918668923721,influencer32@example.com,opposition,"[{""date"": ""2025-01-15"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-02-07"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}, {""date"": ""2024-10-24"", ""event"": ""Event"", ""outcome"": ""Positive""}, {""date"": ""2024-11-10"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}]","[""Infrastructure"", ""Employment"", ""Infrastructure""]",none,2025-01-28,,,coordinator_5,False,2025-04-19 11:29:00,2025-04-21 11:29:00
45f004ff-595e-4883-ac53-8605bc9c9164,PC05,Influencer_33_PC05,youth,,high,47,7253,Gajwel,Patancheru,+918713793904,influencer33@example.com,unknown,"[{""date"": ""2025-07-14"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}]","[""Healthcare"", ""Education"", ""Healthcare""]",strong,2025-09-06,2025-11-14,,coordinator_5,True,2025-10-14 13:24:00,2025-11-10 13:24:00
4f66d2f6-fa45-4340-ab1b-87bdb7cf1737,PC05,Influencer_34_PC05,business,,high,57,2699,Andole,Gajwel,+918158322924,influencer34@example.com,favorable,"[{""date"": ""2025-04-10"", ""event"": ""Event"", ""outcome"": ""Positive""}, {""date"": ""2025-06-14"", ""event"": ""Phone call"", ""outcome"": ""Positive""}, {""date"": ""2025-03-14"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Employment"", ""Healthcare""]",weak,2025-05-12,,,coordinator_2,False,2025-07-14 03:56:00,2025-07-23 03:56:00
84b262ab-be75-4376-b563-e1cdf469cc42,PC06,Influencer_1_PC06,youth,,high,63,11047,Jagtial,Husnabad,+917407232812,influencer1@example.com,opposition,"[{""date"": ""2025-05-12"", ""event"": ""Meeting"", ""outcome"": ""Positive""}, {""date"": ""2025-03-07"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}]","[""Infrastructure"", ""Employment"", ""Employment"", ""Employment""]",moderate,2025-07-15,2025-09-25,,coordinator_5,True,2025-08-24 14:49:00,2025-09-18 14:49:00
4a25163a-ffe0-4147-9b84-d91f94e2238c,PC06,Influencer_2_PC06,media,,high,90,24193,Siddipet,Siddipet,+917649628620,influencer2@example.com,unknown,"[{""date"": ""2025-07-29"", ""event"": ""Meeting"", ""outcome"": ""Positive""}, {""date"": ""2025-06-18"", ""event"": ""Event"", ""outcome"": ""Positive""}, {""date"": ""2025-06-14"", ""event"": ""Phone call"", ""outcome"": ""Positive""}, {""date"": ""2025-06-18"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}]","[""Infrastructure"", ""Employment"", ""Employment""]",none,2025-09-18,2025-11-11,Key influencer in media sector,coordinator_2,False,2025-09-22 10:06:00,2025-10-05 10:06:00
2c7046e2-ebc0-4668-8e40-01a778be9688,PC06,Influencer_3_PC06,women,,medium,94,15752,Dharmapuri,Dharmapuri,+917967861869,influencer3@example.com,favorable,"[{""date"": ""2024-11-19"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-12-14"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-01-08"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}]","[""Education"", ""Employment"", ""Employment""]",moderate,2025-04-19,2025-06-14,Key influencer in women sector,coordinator_1,False,2025-05-03 00:45:00,2025-05-26 00:45:00
23151d8e-da1a-4408-9413-d5d974bf0457,PC06,Influencer_4_PC06,business,business_local,medium,43,732,Narsapur,Koratla,+919348086388,influencer4@example.com,opposition,"[{""date"": ""2025-02-28"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2024-12-13"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}, {""date"": ""2025-03-09"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}]","[""Infrastructure"", ""Education"", ""Infrastructure"", ""Infrastructure""]",strong,2025-04-28,2025-06-29,,coordinator_3,True,2025-05-09 17:15:00,2025-05-10 17:15:00
2a7ebc95-41be-4652-be15-faa9bc0760ae,PC06,Influencer_5_PC06,business,,high,83,22159,Jagtial,Medak,+918165862700,influencer5@example.com,favorable,"[{""date"": ""2025-02-28"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-02-06"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2025-01-21"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Healthcare"", ""Healthcare"", ""Education""]",strong,2025-07-03,,Key influencer in business sector,coordinator_2,True,2025-07-09 14:21:00,2025-07-30 14:21:00
2c8dec23-1e00-4d91-903c-296897a0ce91,PC06,Influencer_6_PC06,business,business_local,medium,67,28997,Medak,Medak,+918886164011,influencer6@example.com,favorable,"[{""date"": ""2025-08-02"", ""event"": ""Event"", ""outcome"": ""Neutral""}]","[""Employment"", ""Employment"", ""Healthcare"", ""Infrastructure""]",moderate,2025-10-31,,,coordinator_2,True,2025-12-25 09:52:00,2026-01-02 09:52:00
d5081150-7b5e-4acf-9838-9411092ffa30,PC06,Influencer_7_PC06,media,media_local,medium,81,3413,Siddipet,Narsapur,+919024246576,influencer7@example.com,favorable,"[{""date"": ""2025-02-22"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}]","[""Healthcare"", ""Education"", ""Infrastructure""]",strong,2025-04-09,,Key influencer in media sector,coordinator_1,True,2025-06-24 19:32:00,2025-07-01 19:32:00
ffab8bac-2918-4907-a7a9-0180e06f09f8,PC06,Influencer_8_PC06,community,,low,55,21059,Siddipet,Husnabad,+918604816331,influencer8@example.com,favorable,"[{""date"": ""2025-09-26"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2025-08-23"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-05-04"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}, {""date"": ""2025-06-28"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}]","[""Employment"", ""Healthcare"", ""Employment"", ""Healthcare""]",moderate,2025-10-27,,,coordinator_5,True,2025-10-28 13:16:00,2025-11-22 13:16:00
6c2b4267-719b-43ec-8225-5df42ac02823,PC06,Influencer_9_PC06,youth,youth_local,medium,52,1038,Medak,Narsapur,+917786315704,influencer9@example.com,unknown,"[{""date"": ""2025-01-08"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-10-09"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}, {""date"": ""2024-11-26"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-10-24"", ""event"": ""Event"", ""outcome"": ""Neutral""}]","[""Employment"", ""Employment""]",none,2024-11-25,,Key influencer in youth sector,coordinator_1,False,2025-02-17 14:44:00,2025-02-23 14:44:00
3cac299e-3db4-44ca-886d-73ef6cdd4634,PC06,Influencer_10_PC06,women,,low,52,11997,Jagtial,Husnabad,+919008236913,influencer10@example.com,neutral,"[{""date"": ""2025-03-01"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-03-17"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-02-01"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-02-20"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}]","[""Education"", ""Employment"", ""Employment""]",moderate,2025-02-05,2025-05-04,Key influencer in women sector,coordinator_3,True,2025-04-27 15:59:00,2025-05-16 15:59:00
b83364ba-6b8a-41b4-87aa-ec90a36efa10,PC06,Influencer_11_PC06,women,,medium,74,34147,Siddipet,Medak,+917073558265,influencer11@example.com,favorable,"[{""date"": ""2025-05-29"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}, {""date"": ""2025-07-18"", ""event"": ""Phone call"", ""outcome"": ""Positive""}, {""date"": ""2025-06-08"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2025-07-02"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}]","[""Employment"", ""Healthcare"", ""Infrastructure"", ""Employment""]",strong,2025-08-22,2025-12-15,Key influencer in women sector,coordinator_4,False,2025-10-29 21:06:00,2025-11-18 21:06:00
bd8277ec-af58-4e2d-97b1-215e1d50970f,PC06,Influencer_12_PC06,youth,youth_local,low,48,4061,Koratla,Jagtial,+918940981704,influencer12@example.com,opposition,"[{""date"": ""2025-03-15"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}, {""date"": ""2025-03-08"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}]","[""Healthcare"", ""Healthcare"", ""Healthcare""]",none,2025-03-24,2025-06-19,,coordinator_2,False,2025-05-22 05:10:00,2025-06-15 05:10:00
3807be2b-433d-439f-98f8-426a663cb05b,PC06,Influencer_13_PC06,youth,,high,61,49352,Dharmapuri,Medak,+917060244140,influencer13@example.com,favorable,"[{""date"": ""2024-11-26"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2025-01-17"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Education"", ""Healthcare""]",moderate,2024-12-05,2025-04-10,Key influencer in youth sector,coordinator_3,True,2025-02-25 11:40:00,2025-03-16 11:40:00
9c39138b-5180-402e-a140-7d149e51b563,PC06,Influencer_14_PC06,youth,,medium,74,46482,Jagtial,Husnabad,+918809200029,influencer14@example.com,favorable,"[{""date"": ""2025-08-21"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-08-12"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}]","[""Education"", ""Education"", ""Education""]",none,2025-12-05,2026-02-12,Key influencer in youth sector,coordinator_3,True,2025-12-19 21:00:00,2026-01-03 21:00:00
fd399c8f-20ba-4e87-8771-8df843a068cd,PC06,Influencer_15_PC06,media,,medium,45,18291,Koratla,Siddipet,+919673390508,influencer15@example.com,favorable,"[{""date"": ""2024-11-11"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}, {""date"": ""2024-10-27"", ""event"": ""Phone call"", ""outcome"": ""Positive""}, {""date"": ""2025-03-05"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}, {""date"": ""2024-12-30"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}]","[""Employment"", ""Healthcare""]",none,2025-03-08,2025-04-23,,coordinator_5,True,2025-04-15 14:48:00,2025-04-25 14:48:00
8455cd4f-7f99-4917-bffa-921b0205bf04,PC06,Influencer_16_PC06,religious,,medium,89,48922,Medak,Dharmapuri,+917899571771,influencer16@example.com,favorable,"[{""date"": ""2025-03-27"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}]","[""Infrastructure"", ""Healthcare"", ""Education"", ""Healthcare""]",strong,2025-07-09,2025-08-25,Key influencer in religious sector,coordinator_2,True,2025-08-10 22:44:00,2025-08-12 22:44:00
0dd98c80-d5a7-4963-8279-ba460441b7f0,PC06,Influencer_17_PC06,religious,religious_local,high,51,30940,Medak,Medak,+918433676940,influencer17@example.com,favorable,"[{""date"": ""2025-08-04"", ""event"": ""Meeting"", ""outcome"": ""Positive""}, {""date"": ""2025-04-02"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}, {""date"": ""2025-03-15"", ""event"": ""Phone call"", ""outcome"": ""Positive""}]","[""Education"", ""Healthcare"", ""Healthcare"", ""Infrastructure""]",moderate,2025-08-01,,Key influencer in religious sector,coordinator_2,False,2025-09-03 02:37:00,2025-09-09 02:37:00
6a762e56-853d-4292-ba01-099016aea304,PC06,Influencer_18_PC06,media,media_local,low,86,13962,Husnabad,Koratla,+917500428850,influencer18@example.com,unknown,"[{""date"": ""2025-08-31"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2025-11-11"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-10-17"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}, {""date"": ""2025-07-07"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}]","[""Infrastructure"", ""Education"", ""Employment""]",moderate,2025-11-10,2026-01-25,Key influencer in media sector,coordinator_4,False,2025-12-19 07:36:00,2025-12-24 07:36:00
df7b3915-cb86-4f80-a679-6d40ff67ebf2,PC06,Influencer_19_PC06,community,community_local,low,92,40830,Husnabad,Siddipet,+918356719823,influencer19@example.com,opposition,"[{""date"": ""2025-11-12"", ""event"": ""Meeting"", ""outcome"": ""Positive""}]","[""Healthcare"", ""Infrastructure"", ""Employment""]",weak,2025-10-13,2026-02-09,,coordinator_5,True,2025-12-30 22:41:00,2026-01-22 22:41:00
11b114b2-839a-4e50-9e73-7213ad2ef819,PC06,Influencer_20_PC06,women,,low,100,20474,Jagtial,Medak,+919198143304,influencer20@example.com,favorable,"[{""date"": ""2025-08-04"", ""event"": ""Meeting"", ""outcome"": ""Positive""}, {""date"": ""2025-07-09"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-06-03"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}]","[""Infrastructure"", ""Infrastructure"", ""Infrastructure"", ""Healthcare""]",weak,2025-10-11,,Key influencer in women sector,coordinator_4,False,2025-11-13 11:01:00,2025-11-22 11:01:00
96be6cfd-2d7d-4915-9103-fc2ff2b1fe37,PC06,Influencer_21_PC06,media,media_local,low,87,35546,Medak,Koratla,+917072998185,influencer21@example.com,favorable,"[{""date"": ""2025-09-24"", ""event"": ""Meeting"", ""outcome"": ""Positive""}]","[""Employment"", ""Education"", ""Education"", ""Education""]",none,2025-10-12,2026-02-02,Key influencer in media sector,coordinator_5,False,2025-12-20 04:48:00,2026-01-05 04:48:00
4ccaeb96-2c5a-4ff7-b627-106a2de1c47f,PC06,Influencer_22_PC06,community,community_local,high,62,39309,Jagtial,Dharmapuri,+917924862580,influencer22@example.com,neutral,"[{""date"": ""2025-04-04"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}, {""date"": ""2025-02-04"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-04-30"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2025-03-01"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Healthcare"", ""Employment""]",none,2025-06-16,,,coordinator_3,True,2025-06-25 23:43:00,2025-07-17 23:43:00
cceeeb5c-11d9-4903-a3e2-1ec1526c75bc,PC06,Influencer_23_PC06,community,community_local,low,49,1891,Siddipet,Jagtial,+917600404879,influencer23@example.com,opposition,"[{""date"": ""2025-02-08"", ""event"": ""Meeting"", ""outcome"": ""Positive""}, {""date"": ""2024-12-11"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}]","[""Infrastructure"", ""Healthcare"", ""Education""]",moderate,2025-05-29,2025-07-02,Key influencer in community sector,coordinator_3,False,2025-06-06 01:19:00,2025-06-26 01:19:00
4262b98c-daa8-4d1f-828a-45688ef0df1f,PC06,Influencer_24_PC06,media,,medium,49,47197,Dharmapuri,Medak,+917898279369,influencer24@example.com,neutral,"[{""date"": ""2025-01-13"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-01-27"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-01-24"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}]","[""Infrastructure"", ""Education"", ""Healthcare"", ""Employment""]",strong,2025-01-01,2025-03-17,,coordinator_1,True,2025-03-05 18:19:00,2025-03-11 18:19:00
ec2e8677-e78d-4c96-8ad0-c7d75a29c5b4,PC06,Influencer_25_PC06,women,women_local,medium,42,11033,Dharmapuri,Husnabad,+919171771733,influencer25@example.com,opposition,"[{""date"": ""2025-02-21"", ""event"": ""Event"", ""outcome"": ""Positive""}, {""date"": ""2025-04-11"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}, {""date"": ""2025-02-22"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}]","[""Education"", ""Healthcare""]",weak,2025-06-09,2025-08-13,Key influencer in women sector,coordinator_5,False,2025-07-18 12:12:00,2025-08-01 12:12:00
94ab666d-d555-4c7b-95a3-63c7ce779bdf,PC06,Influencer_26_PC06,youth,,high,40,23211,Jagtial,Narsapur,+918978867936,influencer26@example.com,neutral,"[{""date"": ""2025-02-01"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-01-11"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-12-02"", ""event"": ""Event"", ""outcome"": ""Positive""}]","[""Education"", ""Employment"", ""Infrastructure"", ""Healthcare""]",weak,2025-04-07,2025-05-30,,coordinator_2,True,2025-05-16 08:20:00,2025-06-01 08:20:00
472b024f-1a1b-4f91-80ad-8345326a6b64,PC06,Influencer_27_PC06,community,,high,47,38424,Siddipet,Husnabad,+917285927947,influencer27@example.com,neutral,"[{""date"": ""2024-09-14"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2024-08-31"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}]","[""Employment"", ""Healthcare"", ""Employment"", ""Healthcare""]",moderate,2024-12-30,2025-03-10,,coordinator_5,True,2025-01-26 21:57:00,2025-02-04 21:57:00
22b9261f-e903-47aa-b229-d382acf538c4,PC06,Influencer_28_PC06,community,community_local,low,81,48084,Husnabad,Dharmapuri,+919199492167,influencer28@example.com,unknown,"[{""date"": ""2024-11-20"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-12-12"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-12-10"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}]","[""Infrastructure"", ""Healthcare""]",moderate,2025-02-20,,,coordinator_4,True,2025-05-03 08:29:00,2025-05-11 08:29:00
21ed7c71-79c1-41e2-93c0-39157ff6c1d3,PC06,Influencer_29_PC06,community,community_local,high,66,9561,Koratla,Koratla,+918507239963,influencer29@example.com,unknown,"[{""date"": ""2024-11-03"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-09-25"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}, {""date"": ""2024-11-26"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-11-03"", ""event"": ""Event"", ""outcome"": ""Positive""}]","[""Healthcare"", ""Infrastructure"", ""Infrastructure""]",moderate,2025-02-16,2025-04-01,Key influencer in community sector,coordinator_1,True,2025-03-06 04:54:00,2025-03-17 04:54:00
e985108f-33d2-481f-ba72-d6f93122a805,PC06,Influencer_30_PC06,religious,,low,58,35706,Medak,Narsapur,+917801325040,influencer30@example.com,unknown,"[{""date"": ""2025-01-03"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-12-03"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-11-25"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2024-10-12"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}]","[""Education"", ""Education"", ""Education""]",weak,2025-02-09,2025-03-14,Key influencer in religious sector,coordinator_2,False,2025-03-03 09:05:00,2025-03-25 09:05:00
