escalation_id,constituency_id,original_issue_id,issue_type,issue_category,issue_description,escalation_level,escalation_reason,escalated_from,escalated_to,escalated_at,original_report_date,days_since_reported,sla_breached,sla_deadline,status,priority,complainant_name,complainant_contact,complainant_location,assigned_to,assigned_at,actions_taken,resolution_time_hours,resolution_notes,resolved_by,resolved_at,complainant_satisfied,satisfaction_score,feedback,root_cause,preventive_measures,created_at,updated_at
3d05f345-6844-4a0f-99de-8ea8bab236d7,PC03,b99eea72-b3f8-4efe-aa8f-7a6f8c371d4e,service_request,education,Issue in Karimnagar requiring escalation,1,Requires senior attention,officer_level_3,officer_level_3,2025-02-17 05:24:00,2025-02-09 11:24:00,8,False,2025-02-18 11:24:00,closed,p2_medium,Complainant_458,+91-9666332127,Karimnagar,resolver_9,2025-02-18 02:24:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_9"", ""action_at"": ""2025-02-19T04:24:00"", ""notes"": ""Action notes 86""}, {""action"": ""Team deployed"", ""action_by"": ""officer_6"", ""action_at"": ""2025-02-20T16:24:00"", ""notes"": ""Action notes 8""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_7"", ""action_at"": ""2025-02-17T10:24:00"", ""notes"": ""Action notes 31""}]",232.0,Issue resolved through resource deployment,resolver_4,2025-02-26 21:24:00,False,2.0,,Coordination gap,"[""Measure 1"", ""Measure 2"", ""Measure 3""]",2025-02-17 05:24:00,2025-02-26 21:24:00
0ae78e17-bb74-4131-8c8b-963df01c5be4,PC03,76ba72ba-44d6-4ad3-b3cf-e736ffb4eef4,grievance,infrastructure,Issue in Karimnagar requiring escalation,4,Requires senior attention,officer_level_3,officer_level_4,2025-10-27 12:03:00,2025-10-13 10:03:00,14,True,2025-10-23 10:03:00,resolved,p1_high,Complainant_567,+91-7967506889,Choppadandi,resolver_7,2025-10-27 15:03:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_7"", ""action_at"": ""2025-10-29T05:03:00"", ""notes"": ""Action notes 49""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_10"", ""action_at"": ""2025-10-29T22:03:00"", ""notes"": ""Action notes 20""}]",174.0,Issue resolved through immediate intervention,resolver_11,2025-11-03 18:03:00,True,1.0,Feedback from complainant,Administrative delay,"[""Measure 1"", ""Measure 2"", ""Measure 3""]",2025-10-27 12:03:00,2025-11-03 18:03:00
707ac409-e4f8-4c34-bb85-cbfc2f6eda35,PC03,0c8cd51c-5bb5-4ade-a2eb-cc2e680f75d8,emergency,infrastructure,Issue in Karimnagar requiring escalation,1,VIP complaint,officer_level_2,officer_level_4,2025-11-30 19:52:00,2025-11-22 15:52:00,8,False,2025-12-01 15:52:00,escalated,p2_medium,Complainant_459,+91-9658091201,Huzurnagar,resolver_6,2025-12-01 16:52:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_4"", ""action_at"": ""2025-12-03T17:52:00"", ""notes"": ""Action notes 84""}, {""action"": ""Site inspection"", ""action_by"": ""officer_6"", ""action_at"": ""2025-12-01T00:52:00"", ""notes"": ""Action notes 55""}]",,,,,,,,,[],2025-11-30 19:52:00,2025-12-01 22:52:00
d7a52679-0d0e-41fe-97d6-7c0d0f77e03e,PC03,70f5fd99-1afa-4856-a963-814e5409c194,feedback,water_supply,Issue in Karimnagar requiring escalation,1,SLA breach,officer_level_2,officer_level_2,2025-01-26 00:11:00,2025-01-21 16:11:00,5,False,2025-02-12 16:11:00,under_review,p0_critical,Complainant_299,+91-7698771135,Choppadandi,resolver_10,2025-01-26 12:11:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_9"", ""action_at"": ""2025-01-27T17:11:00"", ""notes"": ""Action notes 3""}, {""action"": ""Site inspection"", ""action_by"": ""officer_1"", ""action_at"": ""2025-01-28T13:11:00"", ""notes"": ""Action notes 61""}, {""action"": ""Team deployed"", ""action_by"": ""officer_7"", ""action_at"": ""2025-01-28T02:11:00"", ""notes"": ""Action notes 32""}]",,,,,,,,,[],2025-01-26 00:11:00,2025-01-26 10:11:00
ec692c5c-4a27-415b-b3f9-5a0ab71db998,PC03,036d054d-7fd8-44cf-9854-5c3ba395596b,service_request,healthcare,Issue in Karimnagar requiring escalation,3,VIP complaint,officer_level_2,officer_level_2,2025-05-01 21:58:00,2025-04-20 15:58:00,11,False,2025-05-10 15:58:00,action_initiated,p1_high,Complainant_628,+91-9838559640,Choppadandi,resolver_11,2025-05-02 21:58:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_1"", ""action_at"": ""2025-05-05T10:58:00"", ""notes"": ""Action notes 30""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_1"", ""action_at"": ""2025-05-05T07:58:00"", ""notes"": ""Action notes 65""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_7"", ""action_at"": ""2025-05-02T05:58:00"", ""notes"": ""Action notes 84""}]",,,,,,,,,[],2025-05-01 21:58:00,2025-05-02 17:58:00
066fd274-d21e-422f-b278-5d84257281f9,PC03,b615d6e7-1133-47dd-9b19-fd35f30fafb0,complaint,healthcare,Issue in Karimnagar requiring escalation,4,SLA breach,officer_level_1,officer_level_3,2025-11-30 12:52:00,2025-11-16 15:52:00,14,False,2025-12-02 15:52:00,closed,p3_low,Complainant_74,+91-7449511498,Sircilla,resolver_9,2025-11-30 20:52:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_2"", ""action_at"": ""2025-12-01T11:52:00"", ""notes"": ""Action notes 89""}]",130.0,Issue resolved through immediate intervention,resolver_13,2025-12-05 22:52:00,False,4.0,Feedback from complainant,Administrative delay,"[""Measure 1""]",2025-11-30 12:52:00,2025-12-05 22:52:00
a064356c-d110-4ebd-941a-024206d05b10,PC03,df338f94-9737-4224-9055-511a1f9409e2,feedback,education,Issue in Karimnagar requiring escalation,4,No action taken,officer_level_3,officer_level_2,2025-10-12 17:46:00,2025-10-02 11:46:00,10,False,2025-10-29 11:46:00,resolved,p2_medium,Complainant_101,+91-9535023430,Huzurnagar,resolver_3,2025-10-13 01:46:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_7"", ""action_at"": ""2025-10-12T21:46:00"", ""notes"": ""Action notes 82""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_2"", ""action_at"": ""2025-10-14T23:46:00"", ""notes"": ""Action notes 29""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_6"", ""action_at"": ""2025-10-14T09:46:00"", ""notes"": ""Action notes 18""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_8"", ""action_at"": ""2025-10-12T22:46:00"", ""notes"": ""Action notes 83""}]",213.0,Issue resolved through coordination,resolver_11,2025-10-21 14:46:00,True,2.0,,Coordination gap,"[""Measure 1"", ""Measure 2"", ""Measure 3""]",2025-10-12 17:46:00,2025-10-21 14:46:00
fad320ae-f8a3-4fe3-91fd-39dd0fa15953,PC03,39d8e260-4000-4c83-a9ed-f8b340b8ca7d,feedback,roads,Issue in Karimnagar requiring escalation,1,SLA breach,officer_level_3,officer_level_2,2025-03-25 14:35:00,2025-03-20 13:35:00,5,False,2025-03-30 13:35:00,action_initiated,p3_low,Complainant_502,+91-9973305831,Manakondur,resolver_3,2025-03-25 23:35:00,"[{""action"": ""Team deployed"", ""action_by"": ""officer_10"", ""action_at"": ""2025-03-26T03:35:00"", ""notes"": ""Action notes 28""}, {""action"": ""Team deployed"", ""action_by"": ""officer_6"", ""action_at"": ""2025-03-27T01:35:00"", ""notes"": ""Action notes 48""}]",,,,,,,,,[],2025-03-25 14:35:00,2025-03-27 06:35:00
0d4c787d-8d1e-4eb3-989d-cd04b85c65cd,PC03,38e023c7-675a-4aac-94b4-17db19017481,emergency,water_supply,Issue in Karimnagar requiring escalation,1,No action taken,officer_level_2,officer_level_3,2025-06-06 01:22:00,2025-05-27 18:22:00,10,False,2025-06-13 18:22:00,under_review,p2_medium,Complainant_622,+91-9889936818,Huzurnagar,resolver_8,2025-06-07 00:22:00,"[{""action"": ""Resource allocation"", ""action_by"": ""officer_3"", ""action_at"": ""2025-06-08T05:22:00"", ""notes"": ""Action notes 57""}, {""action"": ""Site inspection"", ""action_by"": ""officer_2"", ""action_at"": ""2025-06-08T19:22:00"", ""notes"": ""Action notes 46""}]",,,,,,,,,[],2025-06-06 01:22:00,2025-06-07 02:22:00
ea614cfa-2c8b-45c6-bc5d-9028a7dbdeb9,PC03,862f25d8-161a-4f69-bccf-b3f5e3e2ab31,complaint,electricity,Issue in Karimnagar requiring escalation,3,Complex issue,officer_level_1,officer_level_2,2025-07-12 10:05:00,2025-07-05 15:05:00,7,False,2025-08-03 15:05:00,escalated,p3_low,Complainant_330,+91-8683179089,Manakondur,resolver_14,2025-07-13 05:05:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_9"", ""action_at"": ""2025-07-15T21:05:00"", ""notes"": ""Action notes 61""}]",,,,,,,,,[],2025-07-12 10:05:00,2025-07-12 20:05:00
f48fb320-65b8-47fd-b40e-11082de65423,PC03,493304c5-b735-430e-a046-43fcbc135867,complaint,electricity,Issue in Karimnagar requiring escalation,4,No action taken,officer_level_3,officer_level_3,2025-07-27 05:44:00,2025-07-15 16:44:00,12,True,2025-07-23 16:44:00,action_initiated,p3_low,Complainant_602,+91-7359723619,Korutla,resolver_15,2025-07-27 16:44:00,"[{""action"": ""Team deployed"", ""action_by"": ""officer_2"", ""action_at"": ""2025-07-29T08:44:00"", ""notes"": ""Action notes 85""}, {""action"": ""Site inspection"", ""action_by"": ""officer_6"", ""action_at"": ""2025-07-30T09:44:00"", ""notes"": ""Action notes 69""}, {""action"": ""Site inspection"", ""action_by"": ""officer_7"", ""action_at"": ""2025-07-30T08:44:00"", ""notes"": ""Action notes 7""}]",,,,,,,,,[],2025-07-27 05:44:00,2025-07-28 13:44:00
929855c6-4d7f-4aac-923c-5c481ef45bd4,PC03,4d24006c-6353-493e-a3dd-e8fd45308396,emergency,law_order,Issue in Karimnagar requiring escalation,1,Complex issue,officer_level_2,officer_level_3,2025-02-25 08:29:00,2025-02-16 16:29:00,9,False,2025-03-06 16:29:00,action_initiated,p3_low,Complainant_426,+91-9563973013,Huzurnagar,resolver_12,2025-02-25 14:29:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_4"", ""action_at"": ""2025-03-01T06:29:00"", ""notes"": ""Action notes 46""}]",,,,,,,,,[],2025-02-25 08:29:00,2025-02-27 00:29:00
d5264dc6-27f7-48fe-aa7e-9def4b91fc8a,PC03,5e02270d-71ca-4464-a873-f67de1b4d385,feedback,healthcare,Issue in Karimnagar requiring escalation,1,SLA breach,officer_level_3,officer_level_2,2025-10-03 02:38:00,2025-09-17 09:38:00,16,True,2025-09-25 09:38:00,escalated,p0_critical,Complainant_487,+91-8552116856,Sircilla,resolver_14,2025-10-03 18:38:00,"[{""action"": ""Team deployed"", ""action_by"": ""officer_8"", ""action_at"": ""2025-10-05T08:38:00"", ""notes"": ""Action notes 41""}]",,,,,,,,,[],2025-10-03 02:38:00,2025-10-04 15:38:00
a0c6e19f-f842-4afd-9871-22e034746a7c,PC03,5ab0b2ad-ae3c-4bd5-8649-b052d46c7790,grievance,infrastructure,Issue in Karimnagar requiring escalation,4,Complex issue,officer_level_3,officer_level_2,2025-05-02 21:21:00,2025-04-27 16:21:00,5,False,2025-05-06 16:21:00,action_initiated,p2_medium,Complainant_668,+91-9602746375,Choppadandi,resolver_11,2025-05-03 04:21:00,"[{""action"": ""Resource allocation"", ""action_by"": ""officer_7"", ""action_at"": ""2025-05-05T23:21:00"", ""notes"": ""Action notes 79""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_8"", ""action_at"": ""2025-05-06T17:21:00"", ""notes"": ""Action notes 39""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_6"", ""action_at"": ""2025-05-04T09:21:00"", ""notes"": ""Action notes 13""}]",,,,,,,,,[],2025-05-02 21:21:00,2025-05-03 02:21:00
34500be4-a718-4835-b9dc-2ef438ad797f,PC03,63fe9f8b-1fe8-4cfc-ad21-aa32d5b71ddd,complaint,healthcare,Issue in Karimnagar requiring escalation,2,No action taken,officer_level_3,officer_level_2,2025-01-30 19:14:00,2025-01-18 15:14:00,12,False,2025-02-05 15:14:00,under_review,p2_medium,Complainant_189,+91-7702195309,Manakondur,resolver_12,2025-01-31 09:14:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_2"", ""action_at"": ""2025-02-01T03:14:00"", ""notes"": ""Action notes 12""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_10"", ""action_at"": ""2025-02-01T09:14:00"", ""notes"": ""Action notes 51""}, {""action"": ""Site inspection"", ""action_by"": ""officer_7"", ""action_at"": ""2025-02-03T22:14:00"", ""notes"": ""Action notes 58""}, {""action"": ""Site inspection"", ""action_by"": ""officer_9"", ""action_at"": ""2025-02-02T18:14:00"", ""notes"": ""Action notes 95""}]",,,,,,,,,[],2025-01-30 19:14:00,2025-01-31 04:14:00
53f6d679-66c1-4e27-b34b-94305a6b73be,PC03,88cfcc1f-424e-4cd0-a435-16bf3f09ee4f,grievance,law_order,Issue in Karimnagar requiring escalation,3,Requires senior attention,officer_level_2,officer_level_2,2025-08-10 10:58:00,2025-07-27 17:58:00,14,False,2025-08-24 17:58:00,under_review,p2_medium,Complainant_19,+91-7728745701,Karimnagar,resolver_8,2025-08-10 19:58:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_8"", ""action_at"": ""2025-08-12T02:58:00"", ""notes"": ""Action notes 23""}]",,,,,,,,,[],2025-08-10 10:58:00,2025-08-10 22:58:00
01764533-ad89-42cc-bf3f-d32194b7a26f,PC03,a03f718d-0f48-4d43-ab36-c8da36291c74,emergency,infrastructure,Issue in Karimnagar requiring escalation,1,VIP complaint,officer_level_3,officer_level_3,2025-05-26 12:53:00,2025-05-22 13:53:00,4,False,2025-05-31 13:53:00,resolved,p0_critical,Complainant_868,+91-9584111654,Vemulawada,resolver_1,2025-05-26 20:53:00,"[{""action"": ""Resource allocation"", ""action_by"": ""officer_4"", ""action_at"": ""2025-05-29T15:53:00"", ""notes"": ""Action notes 14""}, {""action"": ""Site inspection"", ""action_by"": ""officer_2"", ""action_at"": ""2025-05-27T05:53:00"", ""notes"": ""Action notes 9""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_3"", ""action_at"": ""2025-05-28T03:53:00"", ""notes"": ""Action notes 61""}, {""action"": ""Site inspection"", ""action_by"": ""officer_3"", ""action_at"": ""2025-05-30T13:53:00"", ""notes"": ""Action notes 21""}]",127.0,Issue resolved through immediate intervention,resolver_5,2025-05-31 19:53:00,True,2.0,Feedback from complainant,Resource shortage,"[""Measure 1"", ""Measure 2"", ""Measure 3""]",2025-05-26 12:53:00,2025-05-31 19:53:00
e2d315a9-11e7-4fce-9edd-dcf738984474,PC03,ed1d8152-fbfa-49e1-98eb-6d5f5dc08739,emergency,education,Issue in Karimnagar requiring escalation,1,Requires senior attention,officer_level_2,officer_level_3,2025-05-07 05:40:00,2025-04-28 12:40:00,9,False,2025-05-12 12:40:00,escalated,p1_high,Complainant_789,+91-8685665009,Korutla,resolver_7,2025-05-07 18:40:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_9"", ""action_at"": ""2025-05-07T21:40:00"", ""notes"": ""Action notes 96""}, {""action"": ""Site inspection"", ""action_by"": ""officer_2"", ""action_at"": ""2025-05-07T15:40:00"", ""notes"": ""Action notes 37""}]",,,,,,,,,[],2025-05-07 05:40:00,2025-05-07 15:40:00
e8d6282f-1099-434e-9dab-8e882c250005,PC03,b568973d-97d1-44f4-b85b-de4d80966f22,grievance,law_order,Issue in Karimnagar requiring escalation,3,Requires senior attention,officer_level_2,officer_level_4,2025-04-03 21:41:00,2025-03-28 13:41:00,6,False,2025-04-16 13:41:00,action_initiated,p0_critical,Complainant_302,+91-7232961370,Sircilla,resolver_5,2025-04-04 02:41:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_9"", ""action_at"": ""2025-04-04T20:41:00"", ""notes"": ""Action notes 7""}]",,,,,,,,,[],2025-04-03 21:41:00,2025-04-05 11:41:00
c551aec3-0797-4db7-83b1-3861cc6e1bbb,PC03,ebb7aa76-4b38-40cc-8368-fcf142a1ce96,emergency,water_supply,Issue in Karimnagar requiring escalation,4,Complex issue,officer_level_2,officer_level_4,2025-08-17 22:11:00,2025-08-07 17:11:00,10,False,2025-08-26 17:11:00,under_review,p2_medium,Complainant_687,+91-8974439952,Sircilla,resolver_1,2025-08-18 09:11:00,"[{""action"": ""Team deployed"", ""action_by"": ""officer_4"", ""action_at"": ""2025-08-21T04:11:00"", ""notes"": ""Action notes 89""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_8"", ""action_at"": ""2025-08-20T12:11:00"", ""notes"": ""Action notes 68""}]",,,,,,,,,[],2025-08-17 22:11:00,2025-08-18 14:11:00
b4941a83-8fa5-4bcf-a206-c3af180ae2e0,PC03,80d6f764-db70-457a-a76e-909ce1b19afd,service_request,education,Issue in Karimnagar requiring escalation,2,SLA breach,officer_level_3,officer_level_2,2025-08-15 09:12:00,2025-08-05 13:12:00,10,False,2025-08-20 13:12:00,under_review,p3_low,Complainant_887,+91-7586576216,Vemulawada,resolver_1,2025-08-16 04:12:00,"[{""action"": ""Resource allocation"", ""action_by"": ""officer_9"", ""action_at"": ""2025-08-17T07:12:00"", ""notes"": ""Action notes 32""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_10"", ""action_at"": ""2025-08-15T17:12:00"", ""notes"": ""Action notes 5""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_9"", ""action_at"": ""2025-08-19T09:12:00"", ""notes"": ""Action notes 80""}, {""action"": ""Site inspection"", ""action_by"": ""officer_3"", ""action_at"": ""2025-08-16T00:12:00"", ""notes"": ""Action notes 28""}]",,,,,,,,,[],2025-08-15 09:12:00,2025-08-15 11:12:00
8241fcfd-7d64-40d2-904c-3b5fab96e20e,PC03,c45d6e6a-524e-489c-8fb6-043982e99f32,service_request,law_order,Issue in Karimnagar requiring escalation,2,No action taken,officer_level_1,officer_level_3,2025-05-02 07:12:00,2025-04-27 08:12:00,5,False,2025-05-20 08:12:00,action_initiated,p2_medium,Complainant_195,+91-9606129765,Manakondur,resolver_14,2025-05-03 02:12:00,"[{""action"": ""Resource allocation"", ""action_by"": ""officer_9"", ""action_at"": ""2025-05-05T04:12:00"", ""notes"": ""Action notes 48""}, {""action"": ""Site inspection"", ""action_by"": ""officer_2"", ""action_at"": ""2025-05-04T17:12:00"", ""notes"": ""Action notes 71""}]",,,,,,,,,[],2025-05-02 07:12:00,2025-05-02 11:12:00
9ed30f08-63c6-443e-80de-104accd6452f,PC03,ee42782c-b991-4a3e-9bca-2665b43879ec,feedback,water_supply,Issue in Karimnagar requiring escalation,1,No action taken,officer_level_2,officer_level_4,2025-05-04 03:38:00,2025-04-26 08:38:00,8,False,2025-05-11 08:38:00,escalated,p1_high,Complainant_878,+91-9742842539,Huzurnagar,resolver_12,2025-05-04 23:38:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_8"", ""action_at"": ""2025-05-04T07:38:00"", ""notes"": ""Action notes 91""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_8"", ""action_at"": ""2025-05-06T00:38:00"", ""notes"": ""Action notes 8""}, {""action"": ""Site inspection"", ""action_by"": ""officer_8"", ""action_at"": ""2025-05-06T13:38:00"", ""notes"": ""Action notes 6""}, {""action"": ""Site inspection"", ""action_by"": ""officer_3"", ""action_at"": ""2025-05-08T03:38:00"", ""notes"": ""Action notes 64""}]",,,,,,,,,[],2025-05-04 03:38:00,2025-05-04 20:38:00
f435758a-202b-47b8-9b40-8e615d334a07,PC03,5f39f988-0411-4e55-872e-29fda4bbfdc1,emergency,sanitation,Issue in Karimnagar requiring escalation,1,Requires senior attention,officer_level_1,officer_level_3,2025-04-22 17:07:00,2025-04-21 12:07:00,1,False,2025-05-21 12:07:00,escalated,p3_low,Complainant_262,+91-8964499304,Vemulawada,resolver_15,2025-04-23 17:07:00,"[{""action"": ""Resource allocation"", ""action_by"": ""officer_3"", ""action_at"": ""2025-04-26T20:07:00"", ""notes"": ""Action notes 12""}]",,,,,,,,,[],2025-04-22 17:07:00,2025-04-22 23:07:00
5abe31c0-519b-4a49-9bee-4238665d72b8,PC03,3b1fa87b-f1b7-431d-9e67-0ef9983fa750,grievance,infrastructure,Issue in Karimnagar requiring escalation,2,SLA breach,officer_level_3,officer_level_2,2025-04-02 16:32:00,2025-03-20 14:32:00,13,True,2025-03-31 14:32:00,resolved,p2_medium,Complainant_996,+91-9990998215,Vemulawada,resolver_15,2025-04-03 12:32:00,"[{""action"": ""Resource allocation"", ""action_by"": ""officer_10"", ""action_at"": ""2025-04-03T07:32:00"", ""notes"": ""Action notes 32""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_3"", ""action_at"": ""2025-04-04T18:32:00"", ""notes"": ""Action notes 26""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_1"", ""action_at"": ""2025-04-03T02:32:00"", ""notes"": ""Action notes 43""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_9"", ""action_at"": ""2025-04-03T13:32:00"", ""notes"": ""Action notes 27""}]",72.0,Issue resolved through resource deployment,resolver_13,2025-04-05 16:32:00,True,5.0,,Technical issue,"[""Measure 1"", ""Measure 2"", ""Measure 3""]",2025-04-02 16:32:00,2025-04-05 16:32:00
057e9aa2-42d7-4182-8879-95e57c67212f,PC03,8af3d3fa-7ffd-446e-94f1-e92a3eaf1692,feedback,education,Issue in Karimnagar requiring escalation,2,No action taken,officer_level_3,officer_level_4,2025-01-20 21:29:00,2025-01-05 20:29:00,15,True,2025-01-14 20:29:00,resolved,p3_low,Complainant_641,+91-9212079323,Sircilla,resolver_4,2025-01-21 11:29:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_7"", ""action_at"": ""2025-01-24T04:29:00"", ""notes"": ""Action notes 62""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_2"", ""action_at"": ""2025-01-24T15:29:00"", ""notes"": ""Action notes 98""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_5"", ""action_at"": ""2025-01-23T01:29:00"", ""notes"": ""Action notes 40""}, {""action"": ""Site inspection"", ""action_by"": ""officer_9"", ""action_at"": ""2025-01-24T21:29:00"", ""notes"": ""Action notes 34""}]",186.0,Issue resolved through resource deployment,resolver_11,2025-01-28 15:29:00,False,4.0,Feedback from complainant,Technical issue,"[""Measure 1""]",2025-01-20 21:29:00,2025-01-28 15:29:00
60e6431a-59c6-478c-8951-45c34052e138,PC03,e8fd0f93-fb3b-4495-8f17-77039e080281,grievance,infrastructure,Issue in Karimnagar requiring escalation,4,Complex issue,officer_level_2,officer_level_2,2025-01-17 15:02:00,2025-01-04 11:02:00,13,False,2025-01-19 11:02:00,under_review,p1_high,Complainant_930,+91-9732488052,Vemulawada,resolver_8,2025-01-17 20:02:00,"[{""action"": ""Team deployed"", ""action_by"": ""officer_1"", ""action_at"": ""2025-01-18T22:02:00"", ""notes"": ""Action notes 32""}, {""action"": ""Team deployed"", ""action_by"": ""officer_9"", ""action_at"": ""2025-01-18T12:02:00"", ""notes"": ""Action notes 39""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_8"", ""action_at"": ""2025-01-18T14:02:00"", ""notes"": ""Action notes 80""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_4"", ""action_at"": ""2025-01-18T12:02:00"", ""notes"": ""Action notes 14""}]",,,,,,,,,[],2025-01-17 15:02:00,2025-01-19 06:02:00
8cfef8dd-3405-49c2-a82b-5569948ea07b,PC03,43c5be3f-3070-4ab5-a138-edf4faf19d26,complaint,infrastructure,Issue in Karimnagar requiring escalation,1,Complex issue,officer_level_2,officer_level_3,2025-09-10 21:55:00,2025-08-30 12:55:00,11,False,2025-09-18 12:55:00,action_initiated,p0_critical,Complainant_649,+91-9448952624,Choppadandi,resolver_3,2025-09-11 18:55:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_4"", ""action_at"": ""2025-09-11T14:55:00"", ""notes"": ""Action notes 60""}, {""action"": ""Site inspection"", ""action_by"": ""officer_9"", ""action_at"": ""2025-09-11T02:55:00"", ""notes"": ""Action notes 47""}, {""action"": ""Site inspection"", ""action_by"": ""officer_2"", ""action_at"": ""2025-09-13T02:55:00"", ""notes"": ""Action notes 8""}]",,,,,,,,,[],2025-09-10 21:55:00,2025-09-12 18:55:00
6ca4d4c0-ca03-4a12-a815-50fe10addc31,PC03,3f2c133e-43f3-4f17-aa7a-65d3edee3d1f,feedback,law_order,Issue in Karimnagar requiring escalation,4,No action taken,officer_level_2,officer_level_3,2025-05-26 01:53:00,2025-05-21 12:53:00,5,False,2025-06-11 12:53:00,under_review,p3_low,Complainant_488,+91-7384075465,Choppadandi,resolver_5,2025-05-26 02:53:00,"[{""action"": ""Team deployed"", ""action_by"": ""officer_9"", ""action_at"": ""2025-05-29T16:53:00"", ""notes"": ""Action notes 65""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_2"", ""action_at"": ""2025-05-27T14:53:00"", ""notes"": ""Action notes 28""}, {""action"": ""Site inspection"", ""action_by"": ""officer_7"", ""action_at"": ""2025-05-28T00:53:00"", ""notes"": ""Action notes 93""}]",,,,,,,,,[],2025-05-26 01:53:00,2025-05-26 19:53:00
08a1a502-0d99-424c-8433-91ac51d119f4,PC03,8a0fd98c-d26c-4f29-977f-72ed5834f113,complaint,sanitation,Issue in Karimnagar requiring escalation,3,VIP complaint,officer_level_1,officer_level_3,2025-07-03 20:32:00,2025-06-20 19:32:00,13,False,2025-07-07 19:32:00,escalated,p2_medium,Complainant_181,+91-9558231956,Huzurnagar,resolver_12,2025-07-04 18:32:00,"[{""action"": ""Resource allocation"", ""action_by"": ""officer_4"", ""action_at"": ""2025-07-06T14:32:00"", ""notes"": ""Action notes 94""}]",,,,,,,,,[],2025-07-03 20:32:00,2025-07-04 19:32:00
5bd73fb9-4599-4ab9-a4b0-8029db6f7d75,PC03,326db68b-2379-408c-b711-4a15562959ca,complaint,law_order,Issue in Karimnagar requiring escalation,3,VIP complaint,officer_level_1,officer_level_2,2025-04-02 23:38:00,2025-03-24 20:38:00,9,False,2025-04-20 20:38:00,closed,p0_critical,Complainant_263,+91-8705401663,Manakondur,resolver_12,2025-04-03 15:38:00,"[{""action"": ""Team deployed"", ""action_by"": ""officer_2"", ""action_at"": ""2025-04-04T14:38:00"", ""notes"": ""Action notes 76""}]",58.0,Issue resolved through resource deployment,resolver_12,2025-04-05 09:38:00,False,5.0,Feedback from complainant,Administrative delay,"[""Measure 1"", ""Measure 2"", ""Measure 3""]",2025-04-02 23:38:00,2025-04-05 09:38:00
026b1052-3dd3-4490-b958-caa866bf79cf,PC03,c3e30b88-d3b6-4be4-b4ef-8279bc97fdc2,complaint,sanitation,Issue in Karimnagar requiring escalation,2,SLA breach,officer_level_1,officer_level_3,2025-02-02 16:44:00,2025-01-18 12:44:00,15,True,2025-01-30 12:44:00,resolved,p3_low,Complainant_193,+91-7584526938,Choppadandi,resolver_9,2025-02-02 21:44:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_6"", ""action_at"": ""2025-02-03T05:44:00"", ""notes"": ""Action notes 31""}]",222.0,Issue resolved through resource deployment,resolver_8,2025-02-11 22:44:00,True,3.0,,Resource shortage,"[""Measure 1"", ""Measure 2""]",2025-02-02 16:44:00,2025-02-11 22:44:00
